source,position_in_search,asin,title,url,price,rating,sponsored,badge_detected,link_clickable,sponsored_hint_on_pdp,click_method
search_results,11.0,B0CBTV8P6N,"Go Fresho A2 Desi Cow ghee| Vedic Bilona Method|Pure, Natural & Healthy| 1000 ml Glass Bottle",https://amazon.in/Go-Fresho-Bilona-Natural-Healthy/dp/B0CBTV8P6N/ref=sr_1_11?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-11,₹856,3.7 out of 5 stars,False,,True,,
search_results,12.0,B07V4X7N9F,Gavyamart Indian A2 Cow Ghee 100% Pure Non GMO - Made of kankrej Organic Cow Ghee (1L),https://amazon.in/Gavyamart-Indian-Cows-100-Pure/dp/B07V4X7N9F/ref=sr_1_12?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-12,"₹1,082",4.2 out of 5 stars,False,,True,,
search_results,13.0,B08DXL4YT2,"BAROSI [A2 Desi Cow Ghee 500ML] A2 Danedar Desi Ghee | Traditional Vedic Bilona Method Ghee | Grass-Fed | Curd-Churned | Cultured | Pure, Natural & Healthy Ghee (Glass Bottle 500 ml)",https://amazon.in/Danedar-Traditional-Grass-Fed-Curd-Churned-Cultured/dp/B08DXL4YT2/ref=sr_1_13_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-13,₹829,4.2 out of 5 stars,False,,True,,
search_results,14.0,B07GWPCCGX,"Kapiva Certified A2 Gir Cow Ghee 500ML | Traditional Vedic Bilona Method | Grassfed, Pure & Healthy | Curd-Churned | Premium Glass Bottle | 100% Natural & Lab-Tested | Rich in Nutrition",https://amazon.in/Kapiva-certified-Curd-Churned-Grassfed-Traditional/dp/B07GWPCCGX/ref=sr_1_14?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-14,₹939,4.0 out of 5 stars,True,Sponsored,True,,
search_results,15.0,B07NHXBCRX,"Indicow Foods Kankrej Bilona A2 Cow Ghee 1L | Bilona Method | Grass Fed, Hand Churned, 100% Pure and Preservative Free…",https://amazon.in/Indicow-Organic-Awarded-Startup-Recognition/dp/B07NHXBCRX/ref=sr_1_15_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-15,"₹1,249",4.0 out of 5 stars,False,,True,,
search_results,16.0,B0CY4NHFNP,"Go Fresho A2 Gir Cow ghee | Vedic Bilona Method | Pure, Natural & Healthy | 1000 ml Glass Bottle",https://amazon.in/Go-Fresho-Bilona-Natural-Healthy/dp/B0CY4NHFNP/ref=sr_1_16?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-16,₹939,4.6 out of 5 stars,False,,True,,
search_results,17.0,B07DRHYZQD,"Two Brothers Organic Farms India's Only Certified Glyphosate Free A2 Ghee(1000 ml) | Free-grazed, Desi Gir Cows|Traditional Bilona Method|Pure, Natural and Healthy Ghee|Farm-Made A2 Cow Ghee with Probiotics for Gut Health",https://amazon.in/Glyphosate-Free-grazed-Traditional-Farm-Made-Probiotics/dp/B07DRHYZQD/ref=sr_1_17_in_f3_0o_fs_mod_primary_alm?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sbo=m6DjfpMzMLDmL8pSMKX8hw%3D%3D&sr=8-17,"₹3,100",4.1 out of 5 stars,False,,True,,
search_results,18.0,B0G93Z9XWQ,"SATVIK PURE GHEE A2 Gir Cow Ghee 500ml | Traditional Bilona Method Pure Desi Cow Ghee from Gir Cows | A2 Ghee for Cooking, Immunity and Daily Wellness | Helps Better Digestion and Gut Health",https://amazon.in/SATVIK-PURE-GHEE-Traditional-Digestion/dp/B0G93Z9XWQ/ref=sr_1_18?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-18,₹699,4.5 out of 5 stars,False,,True,,
search_results,19.0,B07KKCNW2T,"Gavyratan Pathmeda A2 Desi Cow Bilona Ghee - Natural Flavour, 1 liter, Bi-Directionally Churned, Traditional Vedic Process, High Smoke Point, Made by Rural Communities",https://amazon.in/Pathmeda-Desi-Cow-Bilona-Ghee/dp/B07KKCNW2T/ref=sr_1_19?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-19,₹939,4.0 out of 5 stars,False,,True,,
search_results,20.0,B09K4CBSJ3,Auric A2 Bilona Desi Cow Ghee (2 Packs of 500 ml each) - Vedic Bilona Method - Traditional Curd Churned - Lab Tested -Danedar Ghee - Grass Fed Sahiwal and Gir Cow - Glass Jar,https://amazon.in/Auric-Traditional-Churned-Organically-Danedar/dp/B09K4CBSJ3/ref=sr_1_20?dib=eyJ2IjoiMSJ9.KjLsauF4cLfLvhG5b0eFnEBuJz3iWLdCx_6OeCNMthBbZXhE3Oi9M8CkGL1a0_3DCOpvsbbB-abV8kDUM0ZcIsX4KVOYz-regacTU3Ij6yvGiRNtMIeBLqL37gXRVk_RK3qLfiO9GGZ9klxzxi3IltraIwSasitPd4mxzkYqjE90oh52rS37VeMIYd0FglPcINWq2NmDd9qtNssAXfzcO2gdNbRsVcVP-FGJTp_c9KSWFYNmXmZ7dXxEWwBwrwnyVo3XbrwVktZ1z6XXMhgRz12wewMkiKaqBbxLvNvmLLY.VsLax0PtElKoedl2U-XjeNT_R08Rvb87YnupkIFnXAg&dib_tag=se&keywords=a2+ghee&qid=1774549648&sr=8-20,"₹1,429",4.0 out of 5 stars,False,,True,,
