run_date,tracked_at,marketplace,keyword,asin,scan_status,scanned_pages,absolute_pos,organic_pos,sponsored_pos,found_any,found_org,found_sp,page_est,title,is_sponsored
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,starlight retractable car charger,B0FZTTQ5L4,ok,3,5,,3,True,False,True,1,"Gizmophy Starlight Retractable Car Charger - Extra-Long Type-C Retractable Cables, 4-in-1 Car Mobile Charger with Starry S...",True
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,starlight retractable car charger,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,starlight retractable car charger,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,starlight retractable car charger,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,starlight retractable car charger,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,retractable car charger,B0FZTTQ5L4,ok,3,7,,4,True,False,True,2,"Gizmophy Starlight Retractable Car Charger - Extra-Long Type-C Retractable Cables, 4-in-1 Car Mobile Charger with Starry S...",True
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,retractable car charger,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,retractable car charger,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,retractable car charger,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,retractable car charger,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car charger,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car charger,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car charger,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car charger,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car charger,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car camera,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car camera,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car camera,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car camera,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car camera,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dash camera,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dash camera,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dash camera,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dash camera,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dash camera,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dashcam for car,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dashcam for car,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dashcam for car,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dashcam for car,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,dashcam for car,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car dash camera front and rear,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car dash camera front and rear,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car dash camera front and rear,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car dash camera front and rear,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car dash camera front and rear,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,magnetic phone holder,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,magnetic phone holder,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,magnetic phone holder,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,magnetic phone holder,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,magnetic phone holder,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,phone holder in car,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,phone holder in car,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,phone holder in car,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,phone holder in car,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,phone holder in car,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car mobile holder for dashboard,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car mobile holder for dashboard,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car mobile holder for dashboard,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car mobile holder for dashboard,B0G25K24LG,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car mobile holder for dashboard,B0FZV47Z1N,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car phone holder,B0FZTTQ5L4,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car phone holder,B0G13KKZ7Y,ok,3,,,,False,False,False,,,False
21-12-2025,21-12-2025 00:23:50,https://www.amazon.in,car phone holder,B0FZBLDVXF,ok,3,,,,False,False,False,,,False
