run_date,tracked_at,marketplace,keyword,asin,scan_status,scanned_pages,absolute_pos,organic_pos,sponsored_pos,found_any,found_org,found_sp,page_est,title,is_sponsored
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,shelf liners for kitchen shelves,B0BN5NZCGH,ok,3,35,,18,True,False,True,1,"EASYHOME Multipurpose EVA Anti-Slip Mat (45cm x 5 Meter, Grey) – Waterproof, Washable Shelf Liner Roll Sheet for Kitchen, ...",True
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,shelf liners for kitchen shelves,B0D9HBWG5P,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,kids interlocking mats,B0BN5NZCGH,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,kids interlocking mats,B0D9HBWG5P,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,starlight retractable car charger,B0BN5NZCGH,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,starlight retractable car charger,B0D9HBWG5P,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,retractable car charger,B0BN5NZCGH,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,retractable car charger,B0D9HBWG5P,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,car charger,B0BN5NZCGH,ok,3,,,,False,False,False,,,False
20-12-2025,20-12-2025 23:54:01,https://www.amazon.in,car charger,B0D9HBWG5P,ok,3,,,,False,False,False,,,False
