run_date,tracked_at,marketplace,keyword,asin,scan_status,scanned_pages,absolute_pos,organic_pos,sponsored_pos,found_any,found_org,found_sp,page_est,title,is_sponsored
24-12-2025,24-12-2025 13:48:03,https://www.amazon.in,starlight retractable car charger,B0FZTTQ5L4,ok,3,3,,2,True,False,True,1,"Gizmophy Starlight Retractable Car Charger - Extra-Long Type-C Retractable Cables, 4-in-1 Car Mobile Charger with Starry S...",True
24-12-2025,24-12-2025 13:48:03,https://www.amazon.in,retractable car charger,B0FZTTQ5L4,ok,3,29,,15,True,False,True,1,"Gizmophy Starlight Retractable Car Charger - Extra-Long Type-C Retractable Cables, 4-in-1 Car Mobile Charger with Starry S...",True
