targeting,cost,searchTerm,unitsSoldClicks1d,adGroupName,campaignId,clicks,purchases1d,sales1d,impressions,campaignName,adGroupId
substitutes,8.4,herbal tan removal cream,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
loose-match,3.46,higher pigmentation removal green tea,0,Ad Group - 3/11/2025 13:54:47.377,295936036688999,1,0,0,1,SPA-Face Mask,340236643191298
"asin=""B0CV79NBBK""",66.42,himalaya face scrub for women,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,23,SP-PT-Face Scrub,530622467560381
face scrub,14.88,himalaya face scrub pouch rs 10,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,9,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",31.38,himalaya ka scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
substitutes,24.02,himalaya turmeric face scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
pigmentation cream,13.1,hiper pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
face scrub,23.62,home made face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,10,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,24.23,honey face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,5,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",23.18,honey scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,8,SP-PT-Face Scrub,530622467560381
under eye gel,32.09,i luxe under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,2,0,0,21,SP-KT-Under Eye Gel,531866202636140
under eye gel,27.28,i luxe under eye gel dark circle,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,2,SP-KT-Under Eye Gel,531866202636140
substitutes,16.19,ice scrubber for face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,20,SPA-Face Scrub,441760799846673
