targeting,cost,searchTerm,unitsSoldClicks1d,adGroupName,campaignId,clicks,purchases1d,sales1d,impressions,campaignName,adGroupId
pigmentation cream,40.41,innate pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,2,0,0,42,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,9.12,intimifi pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,6,SP-KT-Night & Day Cream,418846667332067
under eye gel,14.26,intimify under eye gel roll on,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,1,SP-KT-Under Eye Gel,531866202636140
face scrub,17.05,jaggery and sesame face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,15.75,jovees face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,17,SP-KT-Kesar Chandan Scrub,503396541527413
day cream,12.87,jovees herbal day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,15.22,jovees pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,2,SP-KT-Night & Day Cream,418846667332067
day cream,24.59,jungleberry day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,6,SP-KT-Night & Day Cream,418846667332067
"asin=""B08XC833SM""",28.83,junsui naturals face wash with whitening,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,1,SP-PT-Face Wash-(Forest Essential),396668873295896
face scrub,18.45,just herbs face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,8,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,15.48,kama ayurveda face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",69.85,kama face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,5,SP-PT-Face Scrub,530622467560381
face scrub,15.12,kanpeki face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,52,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B08XC833SM""",19.77,kanpeki face wash,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,9,SP-PT-Face Wash-(Forest Essential),396668873295896
substitutes,16.74,kaura scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",7.44,kesar chandan face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
kesar chandan scrub,15.04,kesar chandan scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,15.99,kesar powder for face,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
face scrub,19.5,keya seth papaya face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,5,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,33.6,khadi face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,64,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",61.01,khadi face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,31,SP-PT-Face Scrub,530622467560381
face scrub,17.27,khadi face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,18.0,khadi face scrub for men,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,5,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,16.15,khadi face scrub for women,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,11.85,khadi india face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",248.5,khadi natural face scrub,1,Ad Group - 26/12/2025 14:17:32.668,409719708082570,5,1,419.49,15,SP-PT-Face Scrub,530622467560381
substitutes,14.56,khadi natural scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
substitutes,24.02,khadi scrub,1,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,1,419.49,9,SPA-Face Scrub,441760799846673
face scrub,16.8,korean detan pigmentation face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",38.13,korean face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,14,SP-PT-Face Scrub,530622467560381
face scrub,13.12,korean face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",42.43,kumkumadi face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,20,SP-PT-Face Scrub,530622467560381
face scrub,18.51,kumkumadi face scrub soap,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,33.48,kumkumadi scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,3,SPA-Face Scrub,441760799846673
day cream,6.0,kungumathi day cream,0,Ad group - 5/3/2026 11:19:43.696,101525330020256,1,0,0,1,AD_READY: B0FDL3VPCL day cream manual,430091731558456
day cream,12.25,lakme 9 to 5 natural day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,5,SP-KT-Night & Day Cream,418846667332067
day cream,13.3,lakme aloe vera day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,7,SP-KT-Night & Day Cream,418846667332067
day cream,25.42,lakme aloe vera day cream 9 10 5,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
day cream,7.7,lakme cream day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,109,SP-KT-Night & Day Cream,418846667332067
face scrub,19.49,lakme face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
face cream,2.95,licorice extract cream for face,0,Ad group - 5/3/2026 11:19:43.696,101525330020256,1,0,0,1,AD_READY: B0FDL3VPCL day cream manual,430091731558456
substitutes,5.92,light and care cream ayurvedic,0,Ad Group - 3/11/2025 14:42:58.404,394118169772902,1,0,0,2,SPA-Face Cream,472662761679244
ayurveda cream,6.0,light in care cream ayurveda,0,Ad group - 5/3/2026 11:19:43.696,101525330020256,1,0,0,2,AD_READY: B0FDL3VPCL day cream manual,430091731558456
substitutes,16.74,lilium face scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,7,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",50.71,lilium gold face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
substitutes,30.87,lip scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,2,0,0,26,SPA-Face Scrub,441760799846673
substitutes,15.89,lip scrub for dark lips,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,13,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",67.33,loreal face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,25,SP-PT-Face Scrub,530622467560381
anti aging night cream,14.84,lotus anti aging night cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,2,SP-KT-Night & Day Cream,418846667332067
face scrub,15.43,lotus botanicals face scrub for glowing skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,16.75,lotus coffee face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
day cream,23.36,lotus day cream for women,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,2,0,0,22,SP-KT-Night & Day Cream,418846667332067
face scrub,54.06,lotus face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,4,1,419.49,139,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,13.69,lotus face scrub for women,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B08XC833SM""",28.74,lotus jojoba face wash,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,2,SP-PT-Face Wash-(Forest Essential),396668873295896
face scrub,16.77,lotus ka face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0C66B692C""",31.2,lotus professional face pack,0,Ad Group - 3/3/2026 12:28:00.321,112085596366611,1,0,0,13,SP-PT-Face Scrub 2,301031989050742
substitutes,15.67,lotus professional scrub for women,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,4,SPA-Face Scrub,441760799846673
substitutes,12.3,lotus scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,68,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",61.25,lotus scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,65,SP-PT-Face Scrub,530622467560381
substitutes,16.45,lotus scrub for men,1,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,1,419.49,13,SPA-Face Scrub,441760799846673
face scrub,34.81,lotus ubtan face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,9,SP-KT-Kesar Chandan Scrub,503396541527413
under eye gel,16.06,lotus under eye gel,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,2,SP-KT-Under Eye Gel,531866202636140
face scrub,19.47,love nature face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.74,makeup remover,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,27,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",25.31,malai kesar scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
face scrub,16.48,mama earth face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,12,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",49.92,mama earth face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,13,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",17.02,mama earth rice water face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,12,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",81.33,mama earth scrub for women,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,8,SP-PT-Face Scrub,530622467560381
"asin=""B0FPWWH55W""",27.46,mamaearth,0,Ad Group - 3/3/2026 12:28:00.321,112085596366611,1,0,0,12,SP-PT-Face Scrub 2,301031989050742
substitutes,12.46,mamaearth d tan scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,1,SPA-Face Scrub,441760799846673
substitutes,16.42,mamaearth face scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,3,SPA-Face Scrub,441760799846673
face scrub,60.77,mamaearth face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,4,0,0,174,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",59.63,mamaearth scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,21,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",58.76,mamaearth scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,12,SP-PT-Face Scrub,530622467560381
scrub tan removal,51.18,mamaearth scrub for tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,3,0,0,210,SP-KT-Face Scrub 2,293368071987808
face scrub,8.87,mamaearth ubtan face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,10,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",48.6,mamaearth ubtan face scrub,1,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,1,419.49,35,SP-PT-Face Scrub,530622467560381
day cream,11.89,manjistha day cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,4,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,15.91,maxerra pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,29,SP-KT-Night & Day Cream,418846667332067
face scrub,17.96,mcaffeine coffee face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,18.0,medimix face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
pigmentation cream,52.42,melblock pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,4,0,0,200,SP-KT-Night & Day Cream,418846667332067
face scrub,7.12,men face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,1,419.49,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,14.66,men face scrub for tan removal,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,47,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",37.96,men face scrub for tan removal,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,8,SP-PT-Face Scrub,530622467560381
face scrub,51.64,men's face scrub with mustache face wash,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.44,microfiber face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",45.32,mild exfoliator for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,4,SP-PT-Face Scrub,530622467560381
face scrub,16.09,mild face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,6,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.85,mild face scrub for men,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,19.5,mild face scrub for men oil skin,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,12.54,milk and honey face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",44.75,milk and honey scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,39,SP-PT-Face Scrub,530622467560381
substitutes,16.74,milk and honey sugar scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
substitutes,12.63,milk honey scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,10,SPA-Face Scrub,441760799846673
"asin=""B0CV79NBBK""",50.02,minimalist scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
face scrub,31.02,msm apricot - walnut - kashmir kesar - face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
face pack for women,17.56,mud face pack for women,0,Ad Group - 2/3/2026 13:03:28.360,22913106144338,1,0,0,4,SP-KT-Face Mask,293912773304118
face scrub,45.47,multani mitti face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,3,0,0,19,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.04,multani mitti rice water scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,5,SPA-Face Scrub,441760799846673
substitutes,12.17,multani mitti scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
substitutes,15.18,mysore sandal face pack,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
face scrub,17.24,nandini face scrub man,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,15.91,nat habit face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",11.82,nat habit scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
"asin=""B01N7VRC5U""",20.05,nathabit scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
face scrub,18.05,natural face scrub powder,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,46.34,natural face scrub unisex,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,1,419.5,3,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",45.81,natural ubtan brightening body scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,1,SP-PT-Face Scrub,530622467560381
face scrub,45.54,naturali face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,3,1,419.49,82,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",40.47,naturali face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,4,SP-PT-Face Scrub,530622467560381
"asin=""B0CV79NBBK""",112.33,naturali ubtan brightening body scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,3,0,0,22,SP-PT-Face Scrub,530622467560381
face scrub,18.52,naturally face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",64.8,naturals face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
face scrub,25.19,naturals haldi chandan face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
pigmentation cream,21.71,nature s essence anti pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,20.09,nature's essance anti pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
substitutes,16.74,natures essence scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
face scrub,18.0,neem and turmeric face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face pack for women,36.81,neem face pack for women,0,Ad Group - 2/3/2026 13:03:28.360,22913106144338,2,0,0,3,SP-KT-Face Mask,293912773304118
face scrub,19.5,neem face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,17,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",46.59,neem face scrub for glowing skin,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,5,SP-PT-Face Scrub,530622467560381
substitutes,15.25,nidhi glowing scrub face pack combo,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,3,SPA-Face Scrub,441760799846673
pigmentation cream,15.89,niryata pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,70,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,22.4,niryatha anti pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,59,SP-KT-Night & Day Cream,418846667332067
face scrub,16.19,nivea face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,4,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",36.75,nivea face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,4,SP-PT-Face Scrub,530622467560381
face scrub,12.73,nude d tan face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.43,nutriglow scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,6,SPA-Face Scrub,441760799846673
face scrub,23.07,nyassa face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
scrub tan removal,16.99,o3 detan scrub for tan removal,0,Ad Group - 3/3/2026 12:42:43.110,131944279995721,1,0,0,3,SP-KT-Face Scrub 2,293368071987808
"asin=""B0C66B692C""",31.2,o3 dtan scrub,0,Ad Group - 3/3/2026 12:28:00.321,112085596366611,1,0,0,2,SP-PT-Face Scrub 2,301031989050742
face scrub,15.72,o3 face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,23,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,19.5,o3 volcano face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
substitutes,16.74,o3+ detan scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
face scrub,16.42,oatmeal rice face scrub for women tan removal,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,0,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,10.24,olivia apricot walnut face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,51.67,orange face scrub,1,Ad Group - 12/12/2025 16:55:23.598,422854550275428,3,1,419.49,45,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",44.41,orange scrub for face,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,7,SP-PT-Face Scrub,530622467560381
face scrub,39.0,organic coffee powder face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,3,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.48,organic face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,5,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",44.16,organic face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,2,SP-PT-Face Scrub,530622467560381
face oil,10.77,organic kumkumadi tailam face oil,0,Ad Group - 2/3/2026 12:53:57.975,44818168500186,1,0,0,2,SP-KT-Facial oil,524144331841236
under eye gel,7.12,organic netra under eye gel cream,0,Ad Group - 2/3/2026 13:32:37.977,172561906294754,1,0,0,11,SP-KT-Under Eye Gel,531866202636140
substitutes,16.19,organic scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",20.9,organic scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,10,SP-PT-Face Scrub,530622467560381
face oil,12.58,organity rasa face oil,0,Ad Group - 2/3/2026 12:53:57.975,44818168500186,1,0,0,2,SP-KT-Facial oil,524144331841236
face scrub,11.66,oriflame face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,36,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,19.5,oriflame face scrub for women,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B01N7VRC5U""",26.19,oriflame milk and honey scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,9,SP-PT-Face Scrub,530622467560381
"asin=""B01N7VRC5U""",20.96,oriflame scrub milk and honey,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,16,SP-PT-Face Scrub,530622467560381
substitutes,11.72,papaya exfoliating scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,2,SPA-Face Scrub,441760799846673
face scrub,34.36,papaya face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,2,0,0,64,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",46.79,papaya face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,14,SP-PT-Face Scrub,530622467560381
substitutes,12.18,papaya scrub,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,29,SPA-Face Scrub,441760799846673
"asin=""B01N7VRC5U""",54.47,papaya scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,2,0,0,34,SP-PT-Face Scrub,530622467560381
substitutes,15.41,papaya scrub for tan removal,0,Ad Group - 3/11/2025 13:58:14.002,441139935973339,1,0,0,3,SPA-Face Scrub,441760799846673
scrub tan removal,60.75,papaya scrub for tan removal,1,Ad Group - 3/3/2026 12:42:43.110,131944279995721,5,1,419.5,224,SP-KT-Face Scrub 2,293368071987808
face scrub,18.18,patanjali multani mitti face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,8,SP-KT-Kesar Chandan Scrub,503396541527413
"asin=""B0CV79NBBK""",36.0,patanjali multani mitti face scrub,0,Ad Group - 26/12/2025 14:17:32.668,409719708082570,1,0,0,18,SP-PT-Face Scrub,530622467560381
"asin=""B08XC9BPD1""",19.97,pears face wash,0,Ad Group - 10/2/2026 14:36:10.434,275310261322871,1,0,0,4,SP-PT-Face Wash-(Forest Essential),396668873295896
face scrub,13.67,perfumed face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,1,SP-KT-Kesar Chandan Scrub,503396541527413
face scrub,17.81,phd face scrub,0,Ad Group - 12/12/2025 16:55:23.598,422854550275428,1,0,0,2,SP-KT-Kesar Chandan Scrub,503396541527413
pigmentation cream,38.54,pigmentation cream,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,2,0,0,72,SP-KT-Night & Day Cream,418846667332067
pigmentation cream for women,94.84,pigmentation cream for women,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,6,0,0,540,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,76.61,pigmentation cream for women,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,4,0,0,326,SP-KT-Night & Day Cream,418846667332067
pigmentation cream,21.84,pigmentation cream melasma,0,Ad Group - 2/3/2026 13:45:41.026,179650559035714,1,0,0,1,SP-KT-Night & Day Cream,418846667332067
