asin,pincode,url,title,is_buyable,availability_text,amazon_fulfilled,merchant_text,delivery_type,delivery_text,captcha_seen,error
B08313YD84,190001,https://www.amazon.in/dp/B08313YD84,,True,In stock,False,,other,"FREE delivery Saturday, 4 April on your first order. Details | Saturday, 4 April",False,
B0D7W73KZ1,190001,https://www.amazon.in/dp/B0D7W73KZ1,,True,In stock,False,,other,"FREE delivery Saturday, 4 April. Details | Saturday, 4 April",False,
B0831486NM,194101,https://www.amazon.in/dp/B0831486NM,,True,In stock,False,,other,"FREE delivery Saturday, 4 April on your first order. Details | Saturday, 4 April",False,
B08313YD84,194101,https://www.amazon.in/dp/B08313YD84,,True,In stock,False,,other,"FREE delivery Saturday, 4 April on your first order. Details | Saturday, 4 April",False,
B0D7W73KZ1,194101,https://www.amazon.in/dp/B0D7W73KZ1,,True,In stock,False,,other,"FREE delivery Saturday, 4 April. Details | Saturday, 4 April",False,
B0831486NM,682551,https://www.amazon.in/dp/B0831486NM,,True,In stock,False,,other,"FREE delivery Monday, 6 April on your first order. Details | Monday, 6 April",False,
B08313YD84,682551,https://www.amazon.in/dp/B08313YD84,,True,In stock,False,,other,"FREE delivery Monday, 6 April on your first order. Details | Monday, 6 April",False,
B0D7W73KZ1,682551,https://www.amazon.in/dp/B0D7W73KZ1,,True,In stock,False,,other,FREE delivery,False,
B0831486NM,605001,https://www.amazon.in/dp/B0831486NM,,True,In stock,False,,other,"FREE delivery Monday, 6 April on your first order. Details | Monday, 6 April",False,
B08313YD84,605001,https://www.amazon.in/dp/B08313YD84,,True,In stock,False,,other,"FREE delivery Monday, 6 April on your first order. Details | Monday, 6 April",False,
B0D7W73KZ1,605001,https://www.amazon.in/dp/B0D7W73KZ1,,True,In stock,False,,other,FREE delivery,False,
