SearchTerm,Impressions,Clicks,Cost,Sales,Orders,ACoS%,CVR%,Category
b08nk4l5g6,8,1,15.15,0.0,0,,0.0,MONITOR
b09x6sq6vw,38,1,15.14,0.0,0,,0.0,MONITOR
kanpeki face scrub,52,1,15.12,0.0,0,,0.0,MONITOR
b0brncjjjv,8,1,15.06,0.0,0,,0.0,MONITOR
b0frf8hh2t,3,1,15.05,419.49,1,3.59,100.0,MONITOR
kesar chandan scrub,2,1,15.04,0.0,0,,0.0,MONITOR
tan remover for men,5,1,15.02,0.0,0,,0.0,MONITOR
b0gmq42rpr,3,1,15.01,0.0,0,,0.0,MONITOR
face scrub packets,2,1,15.01,0.0,0,,0.0,MONITOR
b08h636f4f,42,1,14.98,0.0,0,,0.0,MONITOR
b0cgtyw5hl,1,1,14.94,0.0,0,,0.0,MONITOR
summer day cream on day,3,1,14.92,0.0,0,,0.0,MONITOR
himalaya face scrub pouch rs 10,9,1,14.88,0.0,0,,0.0,MONITOR
face scrub ayurveda powder,3,1,14.84,0.0,0,,0.0,MONITOR
face scrub for men tan removal,60,1,14.84,0.0,0,,0.0,MONITOR
lotus anti aging night cream,2,1,14.84,0.0,0,,0.0,MONITOR
silicone face scrubber head massager and ice roller combo,5,1,14.84,0.0,0,,0.0,MONITOR
b07wv5w6f4,4,1,14.83,0.0,0,,0.0,MONITOR
b00it0q7nc,1,1,14.8,0.0,0,,0.0,MONITOR
b0gt8v42pf,2,1,14.72,0.0,0,,0.0,MONITOR
turmeric and chandan face scrub,4,1,14.71,0.0,0,,0.0,MONITOR
b0cv7rd3ks,3,1,14.7,0.0,0,,0.0,MONITOR
b0g1j75gqh,1,1,14.69,0.0,0,,0.0,MONITOR
body scrub organic,1,1,14.68,0.0,0,,0.0,MONITOR
shiv aatman anti pigmentation cream,2,1,14.65,0.0,0,,0.0,MONITOR
b0bvzjpnfl,42,1,14.64,0.0,0,,0.0,MONITOR
skin sparkle face scrub,4,1,14.64,0.0,0,,0.0,MONITOR
face pack for women for glowing skin,1,1,14.63,0.0,0,,0.0,MONITOR
under eye gel for wrinkles fine lines,1,1,14.61,0.0,0,,0.0,MONITOR
demelan pigmentation cream,102,1,14.59,0.0,0,,0.0,MONITOR
detan body pack for tan removal,2,1,14.57,0.0,0,,0.0,MONITOR
tan pigmentation removal face scrub,3,1,14.57,0.0,0,,0.0,MONITOR
b0755cxrt8,1,1,14.56,0.0,0,,0.0,MONITOR
khadi natural scrub,2,1,14.56,0.0,0,,0.0,MONITOR
b0dbqjdc1k,18,1,14.48,0.0,0,,0.0,MONITOR
b0cqk9m72r,3,1,14.44,0.0,0,,0.0,MONITOR
face scrub mamaearth,4,1,14.44,0.0,0,,0.0,MONITOR
scrub for face man,7,1,14.42,0.0,0,,0.0,MONITOR
b00reg0spu,13,1,14.41,0.0,0,,0.0,MONITOR
b0fpmf6vpd,16,1,14.4,0.0,0,,0.0,MONITOR
b0g3vpw4f1,5,1,14.4,0.0,0,,0.0,MONITOR
pores remover,1,1,14.4,0.0,0,,0.0,MONITOR
b09kppwdbh,3,1,14.37,0.0,0,,0.0,MONITOR
b08m4bmj1s,29,1,14.36,0.0,0,,0.0,MONITOR
rustic art day cream,6,1,14.35,0.0,0,,0.0,MONITOR
saffron and apricot face scrub,6,1,14.35,0.0,0,,0.0,MONITOR
b0f8q9t1nw,3,1,14.32,0.0,0,,0.0,MONITOR
sun tan removal cream,5,1,14.32,0.0,0,,0.0,MONITOR
b0dtpbmd3f,17,1,14.31,0.0,0,,0.0,MONITOR
biotic papaya face scrub,21,1,14.29,0.0,0,,0.0,MONITOR
intimify under eye gel roll on,1,1,14.26,0.0,0,,0.0,MONITOR
ayurveda pigmentation cream,4,1,14.2,677.12,1,2.1,100.0,MONITOR
b0dfy776wp,6,1,14.17,0.0,0,,0.0,MONITOR
blackhead removal scrub,4,1,14.17,0.0,0,,0.0,MONITOR
plix face scrub foroily skin,3,1,14.14,0.0,0,,0.0,MONITOR
plix pigmentation cream,2,1,14.12,0.0,0,,0.0,MONITOR
bellavita under eye gel cream eyelift,1,1,14.09,0.0,0,,0.0,MONITOR
scrub for tan removal,2,1,14.05,0.0,0,,0.0,MONITOR
wow ubtan scrub,3,1,13.95,0.0,0,,0.0,MONITOR
b00af5s0sy,33,1,13.91,0.0,0,,0.0,MONITOR
exfoliating scrub st ives,1,1,13.91,0.0,0,,0.0,MONITOR
sahdev under eye gel,2,1,13.8,0.0,0,,0.0,MONITOR
forests face scrub,5,1,13.73,0.0,0,,0.0,MONITOR
lotus face scrub for women,2,1,13.69,0.0,0,,0.0,MONITOR
b0dtj6lt8k,25,1,13.68,0.0,0,,0.0,MONITOR
perfumed face scrub,1,1,13.67,0.0,0,,0.0,MONITOR
b0c8yxwzky,1,1,13.63,0.0,0,,0.0,MONITOR
belha naturals scrub,2,1,13.56,0.0,0,,0.0,MONITOR
b0f2ml8glk,1,1,13.55,0.0,0,,0.0,MONITOR
cureskin night cream for pigmentation,1,1,13.52,0.0,0,,0.0,MONITOR
b0c1nzs6pt,1,1,13.42,0.0,0,,0.0,MONITOR
b0f74m62hn,116,1,13.42,0.0,0,,0.0,MONITOR
lakme aloe vera day cream,7,1,13.3,0.0,0,,0.0,MONITOR
face cream for women daily use,806,1,13.28,0.0,0,,0.0,MONITOR
raga dtan scrub for tan removal,12,1,13.22,0.0,0,,0.0,MONITOR
b0fnw9t44s,3,1,13.21,0.0,0,,0.0,MONITOR
b07zkn71vd,2,1,13.14,0.0,0,,0.0,MONITOR
face day cream organic for women,3,1,13.13,0.0,0,,0.0,MONITOR
korean face scrub for glowing skin,4,1,13.12,0.0,0,,0.0,MONITOR
hiper pigmentation cream,1,1,13.1,0.0,0,,0.0,MONITOR
turmeric body scrub,1,1,13.06,0.0,0,,0.0,MONITOR
spawake day cream,1,1,13.02,0.0,0,,0.0,MONITOR
face scrub anti tan,2,1,12.95,0.0,0,,0.0,MONITOR
jovees herbal day cream,1,1,12.87,0.0,0,,0.0,MONITOR
polishing scrub,20,1,12.86,0.0,0,,0.0,MONITOR
b0d9jdlcdy,35,1,12.85,0.0,0,,0.0,MONITOR
st ives scrub,7,1,12.83,0.0,0,,0.0,MONITOR
nude d tan face scrub,3,1,12.73,0.0,0,,0.0,MONITOR
eyekojic under eye gel,16,1,12.72,0.0,0,,0.0,MONITOR
b08vgbd2nm,32,1,12.69,0.0,0,,0.0,MONITOR
bie eyefinity all in one under eye gel,2,1,12.68,0.0,0,,0.0,MONITOR
face scrub for body,1,1,12.66,0.0,0,,0.0,MONITOR
milk honey scrub,10,1,12.63,0.0,0,,0.0,MONITOR
b0cwcvzqc5,5,1,12.61,419.49,1,3.01,100.0,MONITOR
organity rasa face oil,2,1,12.58,0.0,0,,0.0,MONITOR
b00uosunle,23,1,12.57,0.0,0,,0.0,MONITOR
colorbar day cream for women,2,1,12.56,0.0,0,,0.0,MONITOR
milk and honey face scrub,3,1,12.54,0.0,0,,0.0,MONITOR
face scrubs for men,11,1,12.51,0.0,0,,0.0,MONITOR
b0bdls3wy9,10,1,12.49,0.0,0,,0.0,MONITOR
mamaearth d tan scrub,1,1,12.46,0.0,0,,0.0,MONITOR
b0gmks72c3,3,1,12.45,0.0,0,,0.0,MONITOR
gentle exfoliating face,1,1,12.32,0.0,0,,0.0,MONITOR
b0ckzbsrmh,7,1,12.31,0.0,0,,0.0,MONITOR
b0bjd45mpt,1,1,12.28,0.0,0,,0.0,MONITOR
b0dhvdq732,2,1,12.28,0.0,0,,0.0,MONITOR
lakme 9 to 5 natural day cream,5,1,12.25,0.0,0,,0.0,MONITOR
b01n6g00kj,1,1,12.23,0.0,0,,0.0,MONITOR
multani mitti scrub,2,1,12.17,0.0,0,,0.0,MONITOR
b0dnmhrbk8,18,1,12.12,0.0,0,,0.0,MONITOR
gleur day cream,2562,1,12.1,0.0,0,,0.0,MONITOR
b0cqtb2dgm,39,1,12.08,0.0,0,,0.0,MONITOR
shruti face scrub,2,1,12.07,0.0,0,,0.0,MONITOR
tan removal machine,22,1,12.04,0.0,0,,0.0,MONITOR
around mouth pigmentation cream,7,1,12.02,0.0,0,,0.0,MONITOR
face scrub herbal,3,1,12.0,0.0,0,,0.0,MONITOR
b0c8yq2bcm,1,1,11.91,0.0,0,,0.0,MONITOR
vaadi face scrub,3,1,11.91,0.0,0,,0.0,MONITOR
manjistha day cream,4,1,11.89,0.0,0,,0.0,MONITOR
khadi india face scrub,2,1,11.85,0.0,0,,0.0,MONITOR
nat habit scrub for face,5,1,11.82,0.0,0,,0.0,MONITOR
b0dqxrxrpz,60,1,11.73,0.0,0,,0.0,MONITOR
papaya exfoliating scrub,2,1,11.72,0.0,0,,0.0,MONITOR
oriflame face scrub,36,1,11.66,0.0,0,,0.0,MONITOR
b0f4y1j628,1,1,11.63,0.0,0,,0.0,MONITOR
b09dcr1kj3,10,1,11.45,0.0,0,,0.0,MONITOR
shahnaz scrub,7,1,11.41,0.0,0,,0.0,MONITOR
organic kumkumadi tailam face oil,2,1,10.77,0.0,0,,0.0,MONITOR
b0b9xbv92w,1,1,10.52,0.0,0,,0.0,MONITOR
day cream women,2,1,10.49,0.0,0,,0.0,MONITOR
b0d7m1sdcn,1,1,10.47,0.0,0,,0.0,MONITOR
olivia apricot walnut face scrub,2,1,10.24,0.0,0,,0.0,MONITOR
face scrub for glowing skin for men,3,1,10.22,0.0,0,,0.0,MONITOR
b0b31f76nk,1,1,10.2,0.0,0,,0.0,MONITOR
b0dryv1v96,2,1,10.0,0.0,0,,0.0,MONITOR
face oil women,1,1,10.0,0.0,0,,0.0,MONITOR
sage royal ayurveda mask,2,1,10.0,0.0,0,,0.0,MONITOR
vedic kumkumadi tailam,1,1,9.97,0.0,0,,0.0,MONITOR
forest essentials face pack for women,2,1,9.92,0.0,0,,0.0,MONITOR
ayurvedic hair oil,1,1,9.9,0.0,0,,0.0,MONITOR
derma co vitamin c face serum,1,1,9.9,0.0,0,,0.0,MONITOR
aharuvi skin superfood,3,1,9.84,0.0,0,,0.0,MONITOR
amla hair oil organic,1,1,9.72,0.0,0,,0.0,MONITOR
tan removal face wash,1,1,9.59,0.0,0,,0.0,MONITOR
retinol face oil,1,1,9.5,0.0,0,,0.0,MONITOR
everyuth face pack,2,1,9.45,0.0,0,,0.0,MONITOR
b0dpgbcx4j,1,1,9.43,0.0,0,,0.0,MONITOR
b0chp8hnf8,1,1,9.42,0.0,0,,0.0,MONITOR
day cream for women daily use,6,1,9.35,0.0,0,,0.0,MONITOR
plum day cream,1,1,9.29,0.0,0,,0.0,MONITOR
￼fresh almond and coconut cream for face or ice eyes,1,1,9.28,0.0,0,,0.0,MONITOR
intimifi pigmentation cream,6,1,9.12,0.0,0,,0.0,MONITOR
b0bzpw8jwj,2,1,8.99,0.0,0,,0.0,MONITOR
face scrub mild,18,1,8.9,0.0,0,,0.0,MONITOR
dermdoc day cream for women,6,1,8.87,0.0,0,,0.0,MONITOR
biluma day cream,2,1,8.85,0.0,0,,0.0,MONITOR
b0fktgdpdw,1,1,8.8,0.0,0,,0.0,MONITOR
heaven magic day cream,2,1,8.74,0.0,0,,0.0,MONITOR
b0dwsqdy7k,4,1,8.73,0.0,0,,0.0,MONITOR
b085nymg6z,1,1,8.65,0.0,0,,0.0,MONITOR
sage undereye,1,1,8.49,0.0,0,,0.0,MONITOR
b0g3xty7yv,2,1,8.4,0.0,0,,0.0,MONITOR
facial hair removal scrub,2,1,8.4,0.0,0,,0.0,MONITOR
herbal tan removal cream,1,1,8.4,0.0,0,,0.0,MONITOR
tan removal cream for men,1,1,8.4,0.0,0,,0.0,MONITOR
face scrub 500ml,1,1,8.3,0.0,0,,0.0,MONITOR
b0b49yf8v1,1,1,8.0,0.0,0,,0.0,MONITOR
b0c4fy27hl,1,1,8.0,0.0,0,,0.0,MONITOR
b0fft2v48g,9,1,7.99,0.0,0,,0.0,MONITOR
b0cp9py95d,1,1,7.91,0.0,0,,0.0,MONITOR
b0d7th6ymj,1,1,7.9,0.0,0,,0.0,MONITOR
b0frstbd4v,2,1,7.74,0.0,0,,0.0,MONITOR
lakme cream day cream,109,1,7.7,0.0,0,,0.0,MONITOR
b0b1581vd7,4,1,7.61,812.71,1,0.94,100.0,MONITOR
sage royal night cream,13,1,7.6,0.0,0,,0.0,MONITOR
vedpuran ayurveda,3,1,7.6,0.0,0,,0.0,MONITOR
kesar chandan face scrub,2,1,7.44,0.0,0,,0.0,MONITOR
men face scrub,2,1,7.12,419.49,1,1.7,100.0,MONITOR
organic netra under eye gel cream,11,1,7.12,0.0,0,,0.0,MONITOR
b08gm425fx,5,1,6.99,838.98,1,0.83,100.0,MONITOR
b0br9bxcsq,1,1,6.98,0.0,0,,0.0,MONITOR
gorgesqin anti pigmentation cream,3,1,6.81,0.0,0,,0.0,MONITOR
b0d4f66tr7,1,1,6.31,0.0,0,,0.0,MONITOR
b0fxtt5g7j,2,1,6.0,0.0,0,,0.0,MONITOR
day anti aging 52 + women,1,1,6.0,0.0,0,,0.0,MONITOR
kungumathi day cream,1,1,6.0,0.0,0,,0.0,MONITOR
light in care cream ayurveda,2,1,6.0,0.0,0,,0.0,MONITOR
sage royal ayurveda water tank cover,2,1,5.97,0.0,0,,0.0,MONITOR
ayurveda blemish cream anti aging cream wrinkles cream,1,1,5.94,0.0,0,,0.0,MONITOR
light and care cream ayurvedic,2,1,5.92,0.0,0,,0.0,MONITOR
tan+removal,639,1,5.77,0.0,0,,0.0,MONITOR
b0c6gkhb9g,4,1,5.73,0.0,0,,0.0,MONITOR
aaranya face scrub,5,1,5.62,0.0,0,,0.0,MONITOR
b0cvbj1l74,3,1,5.35,0.0,0,,0.0,MONITOR
b0gkgsyp62,1,1,4.99,0.0,0,,0.0,MONITOR
dr. veda under eye care roll-on,1,1,4.91,0.0,0,,0.0,MONITOR
500gm face massage clean,1,1,4.75,0.0,0,,0.0,MONITOR
b0fdqzdjf1,1,1,4.47,0.0,0,,0.0,MONITOR
ayurvedic facescrub for pigmentation nat habit for men,2,1,4.46,0.0,0,,0.0,MONITOR
vitamin c serum,9,1,4.44,0.0,0,,0.0,MONITOR
b0fn7dr352,11,1,4.37,0.0,0,,0.0,MONITOR
b0dcvwfstv,2,1,3.84,0.0,0,,0.0,MONITOR
sage product face,1,1,3.71,0.0,0,,0.0,MONITOR
assure anti-aging night cream,1,1,3.66,0.0,0,,0.0,MONITOR
higher pigmentation removal green tea,1,1,3.46,0.0,0,,0.0,MONITOR
licorice extract cream for face,1,1,2.95,0.0,0,,0.0,MONITOR
b0gqjfmbch,3,1,2.72,0.0,0,,0.0,MONITOR
b0bl3ysbrt,1,1,2.22,0.0,0,,0.0,MONITOR
b0fdqpnstl,1,1,1.79,0.0,0,,0.0,MONITOR
b0dpb976yr,1,1,1.3,0.0,0,,0.0,MONITOR
sage royal,1,1,1.22,0.0,0,,0.0,MONITOR
b0fdl3vpcl,2,1,1.0,1705.93,3,0.06,300.0,BEST CONVERTING
