SearchTerm,Impressions,Clicks,Cost,Sales,Orders,ACoS%,CVR%,Category
exfoliating scrub for face,11,1,23.5,0.0,0,,0.0,MONITOR
lotus day cream for women,22,2,23.36,0.0,0,,0.0,MONITOR
vlcc indian berberry face scrub,6,1,23.21,0.0,0,,0.0,MONITOR
honey scrub,8,1,23.18,0.0,0,,0.0,MONITOR
nyassa face scrub,2,1,23.07,0.0,0,,0.0,MONITOR
rose powder face scrub,1,1,23.07,0.0,0,,0.0,MONITOR
barva scrub,2,1,23.01,0.0,0,,0.0,MONITOR
face pack for women,73,2,22.96,0.0,0,,0.0,MONITOR
b0cv5mybv7,3,1,22.59,0.0,0,,0.0,MONITOR
diamond face scrub,5,1,22.52,419.49,1,5.37,100.0,MONITOR
ayurvedic pigmentation cream,19,1,22.4,0.0,0,,0.0,MONITOR
niryatha anti pigmentation cream,59,1,22.4,0.0,0,,0.0,MONITOR
top 5 pigmentation cream in india,11,1,22.33,0.0,0,,0.0,MONITOR
anti pigmentation cream for women,6,1,22.07,0.0,0,,0.0,MONITOR
b01m1ijuoa,7,1,21.92,0.0,0,,0.0,MONITOR
pigmentation cream melasma,1,1,21.84,0.0,0,,0.0,MONITOR
nature s essence anti pigmentation cream,1,1,21.71,0.0,0,,0.0,MONITOR
b0c2phsrlg,9,2,21.57,0.0,0,,0.0,MONITOR
b0cm9bvv29,3,2,21.57,419.49,1,5.14,50.0,MONITOR
every youth face scrub,14,1,21.48,0.0,0,,0.0,MONITOR
arata oatmeal face scrub,1,1,21.09,0.0,0,,0.0,MONITOR
ayurvedic face cream,45,1,21.03,0.0,0,,0.0,MONITOR
face scrub papaya,2,1,20.96,0.0,0,,0.0,MONITOR
oriflame scrub milk and honey,16,1,20.96,0.0,0,,0.0,MONITOR
everyuth face scrub saffron,1,1,20.5,0.0,0,,0.0,MONITOR
scrub tan removal,15,1,20.46,0.0,0,,0.0,MONITOR
vlcc face scrub,9,1,20.44,0.0,0,,0.0,MONITOR
sage royal ayurveda all,12,3,20.33,0.0,0,,0.0,MONITOR
nature's essance anti pigmentation cream,1,1,20.09,0.0,0,,0.0,MONITOR
nathabit scrub,2,1,20.05,0.0,0,,0.0,MONITOR
pears face wash,4,1,19.97,0.0,0,,0.0,MONITOR
bie eye infinity under eye gel,9,1,19.84,0.0,0,,0.0,MONITOR
face scrub without chemicals25,1,1,19.83,419.49,1,4.73,100.0,MONITOR
kanpeki face wash,9,1,19.77,0.0,0,,0.0,MONITOR
ubtan facewash mamaearth,6,1,19.77,0.0,0,,0.0,MONITOR
a good face scrub,3,1,19.5,0.0,0,,0.0,MONITOR
body shop face scrub for women,2,1,19.5,419.49,1,4.65,100.0,MONITOR
brighten face scrub,2,1,19.5,0.0,0,,0.0,MONITOR
daily detan face scrub,1,1,19.5,0.0,0,,0.0,MONITOR
daily use face scrub men,1,1,19.5,0.0,0,,0.0,MONITOR
delmy face scrub,2,1,19.5,0.0,0,,0.0,MONITOR
face scrub 500gm,6,1,19.5,0.0,0,,0.0,MONITOR
face scrub for brightening skin,2,1,19.5,0.0,0,,0.0,MONITOR
face scrub for glowing skin for women,7,1,19.5,0.0,0,,0.0,MONITOR
face scrub for saloon,2,1,19.5,0.0,0,,0.0,MONITOR
face scrub for sculpting and drainage,2,1,19.5,0.0,0,,0.0,MONITOR
gentle exfoliating face scrub for clear & glowing skin - 100 ml,1,1,19.5,0.0,0,,0.0,MONITOR
keya seth papaya face scrub,5,1,19.5,0.0,0,,0.0,MONITOR
mild face scrub for men oil skin,3,1,19.5,0.0,0,,0.0,MONITOR
neem face scrub,17,1,19.5,0.0,0,,0.0,MONITOR
o3 volcano face scrub,2,1,19.5,0.0,0,,0.0,MONITOR
oriflame face scrub for women,2,1,19.5,0.0,0,,0.0,MONITOR
tan removal face scrub,4,1,19.5,0.0,0,,0.0,MONITOR
vedic line face scrub,5,1,19.5,0.0,0,,0.0,MONITOR
lakme face scrub,4,1,19.49,0.0,0,,0.0,MONITOR
love nature face scrub,1,1,19.47,0.0,0,,0.0,MONITOR
arohi face scrub ranikhet,2,1,19.43,0.0,0,,0.0,MONITOR
cetaphil face scrub exfoliating,2,1,19.38,0.0,0,,0.0,MONITOR
coffee based face scrub,1,1,19.37,0.0,0,,0.0,MONITOR
face scrub woman,93,1,19.34,419.49,1,4.61,100.0,MONITOR
face scrub natural,2,1,19.29,0.0,0,,0.0,MONITOR
biotique face scrub for oily skin,5,1,19.27,0.0,0,,0.0,MONITOR
face scrub big size,4,1,19.27,0.0,0,,0.0,MONITOR
sage royal ayurveda scrub,15,2,19.2,419.49,1,4.58,50.0,MONITOR
face scrub box,3,1,19.18,0.0,0,,0.0,MONITOR
face scrub for glowing skin ayurvedic,6,1,19.11,0.0,0,,0.0,MONITOR
best brightening face scrub for oily acne prone skin,1,1,19.09,0.0,0,,0.0,MONITOR
green tea face scrub naturex,2,1,19.09,0.0,0,,0.0,MONITOR
dr roseal body de tan scrub,1,1,19.08,0.0,0,,0.0,MONITOR
face scrub for woman,2,1,19.08,0.0,0,,0.0,MONITOR
under eye gel dark circles,11,1,19.04,0.0,0,,0.0,MONITOR
green tea ayurvedic face pack,1,1,18.97,0.0,0,,0.0,MONITOR
everyuth face scrub pouch rs 10,30,1,18.86,0.0,0,,0.0,MONITOR
face scrub biotique,2,1,18.84,0.0,0,,0.0,MONITOR
yellow colour face scrub,1,1,18.84,0.0,0,,0.0,MONITOR
face scrub for removing the dark,2,1,18.82,0.0,0,,0.0,MONITOR
dr.rashel korean face scrub under 100 rs,1,1,18.78,419.49,1,4.48,100.0,MONITOR
health india advance anti pigmentation cream,1,1,18.75,0.0,0,,0.0,MONITOR
face scrub for glowing skin men,7,1,18.74,0.0,0,,0.0,MONITOR
face scrub saffron flavour,2,1,18.74,0.0,0,,0.0,MONITOR
face scrub amd pack for dry skin,2,1,18.73,0.0,0,,0.0,MONITOR
cosmo face scrub,4,1,18.69,0.0,0,,0.0,MONITOR
bombay shaving face scrub 50g,1,1,18.62,0.0,0,,0.0,MONITOR
detan face scrub for women,2,1,18.6,0.0,0,,0.0,MONITOR
shahnaz husain face scrub,2,1,18.6,0.0,0,,0.0,MONITOR
naturally face scrub,3,1,18.52,0.0,0,,0.0,MONITOR
kumkumadi face scrub soap,3,1,18.51,0.0,0,,0.0,MONITOR
face scrub for oily acne prone skin women,3,1,18.5,0.0,0,,0.0,MONITOR
ghar face scrub tan removal,9,1,18.5,0.0,0,,0.0,MONITOR
powder face scrub,2,1,18.49,0.0,0,,0.0,MONITOR
just herbs face scrub,8,1,18.45,0.0,0,,0.0,MONITOR
scarfix plus for pigmentation cream,8,1,18.36,0.0,0,,0.0,MONITOR
coffee face scrub,7,1,18.33,0.0,0,,0.0,MONITOR
face scrub for men tan removal herbal,2,1,18.32,0.0,0,,0.0,MONITOR
beetroot face scrub for women,2,1,18.22,0.0,0,,0.0,MONITOR
richfeel under eye gel,1,1,18.2,0.0,0,,0.0,MONITOR
veda harvest under eye gel,3,1,18.2,0.0,0,,0.0,MONITOR
b08xcr2mtr,10,1,18.18,0.0,0,,0.0,MONITOR
arish pigmentation cream,5,1,18.16,0.0,0,,0.0,MONITOR
bionechal de tan body and face scrub,7,1,18.14,0.0,0,,0.0,MONITOR
best face scrub for men glowing skin,1,1,18.13,0.0,0,,0.0,MONITOR
face scrub coffee,2,1,18.13,0.0,0,,0.0,MONITOR
natural face scrub powder,2,1,18.05,0.0,0,,0.0,MONITOR
face scrub for glowing skin korean man,2,1,18.03,0.0,0,,0.0,MONITOR
de tan face scrub for women,3,1,18.0,0.0,0,,0.0,MONITOR
face scrub and face pack both,3,1,18.0,419.49,1,4.29,100.0,MONITOR
face scrub man,1,1,18.0,0.0,0,,0.0,MONITOR
face scrub non creamy,1,1,18.0,0.0,0,,0.0,MONITOR
khadi face scrub for men,5,1,18.0,0.0,0,,0.0,MONITOR
medimix face scrub,3,1,18.0,0.0,0,,0.0,MONITOR
neem and turmeric face scrub,2,1,18.0,0.0,0,,0.0,MONITOR
walnut face scrub oshadhi,1,1,18.0,0.0,0,,0.0,MONITOR
best sellers face scrubs,2,1,17.99,0.0,0,,0.0,MONITOR
mcaffeine coffee face scrub,4,1,17.96,0.0,0,,0.0,MONITOR
swiss image face scrub,1,1,17.94,0.0,0,,0.0,MONITOR
sandal face scrub,3,1,17.93,0.0,0,,0.0,MONITOR
b0g6x2rwhh,7,2,17.92,0.0,0,,0.0,MONITOR
aroma magic under eye gel,23,1,17.91,0.0,0,,0.0,MONITOR
best cream pigmentation cream,2,1,17.91,0.0,0,,0.0,MONITOR
ghar soap ka face scrub,1,1,17.9,0.0,0,,0.0,MONITOR
red vine face scrub pilgrim,1,1,17.89,0.0,0,,0.0,MONITOR
mild face scrub for men,1,1,17.85,0.0,0,,0.0,MONITOR
phd face scrub,2,1,17.81,0.0,0,,0.0,MONITOR
sage royal ayurveda cream,2,1,17.76,0.0,0,,0.0,MONITOR
bnk daily face scrub,3,1,17.75,0.0,0,,0.0,MONITOR
face scrub for black heads and white heads,4,1,17.73,0.0,0,,0.0,MONITOR
body brightening scrub,22,1,17.57,0.0,0,,0.0,MONITOR
mud face pack for women,4,1,17.56,0.0,0,,0.0,MONITOR
day cream with spf,3,1,17.55,0.0,0,,0.0,MONITOR
clayveda 5x de tan scrub,2,1,17.52,0.0,0,,0.0,MONITOR
daily face scrub,1,1,17.52,0.0,0,,0.0,MONITOR
d tan scrub for tan removal,37,1,17.51,0.0,0,,0.0,MONITOR
microfiber face scrub,3,1,17.44,0.0,0,,0.0,MONITOR
shahnaz face scrub,1,1,17.42,0.0,0,,0.0,MONITOR
sugar face scrub for glowing skin,0,1,17.41,0.0,0,,0.0,MONITOR
d tan face scrub,2,1,17.38,0.0,0,,0.0,MONITOR
renee face scrub milk and rice honey,1,1,17.34,0.0,0,,0.0,MONITOR
best body scrub for tan removal,2,1,17.3,0.0,0,,0.0,MONITOR
blossom kochhar face scrub,3,1,17.28,0.0,0,,0.0,MONITOR
khadi face scrub for glowing skin,2,1,17.27,0.0,0,,0.0,MONITOR
nandini face scrub man,1,1,17.24,0.0,0,,0.0,MONITOR
every youth face scrub neck,2,1,17.22,0.0,0,,0.0,MONITOR
trt gold face scrub,1,1,17.22,0.0,0,,0.0,MONITOR
face scrub for glowing skin 500gm,1,1,17.19,0.0,0,,0.0,MONITOR
body shop day cream,17,1,17.17,0.0,0,,0.0,MONITOR
face scrub men,4,1,17.17,0.0,0,,0.0,MONITOR
anti ageing oil for face massage,3,1,17.1,0.0,0,,0.0,MONITOR
jaggery and sesame face scrub,1,1,17.05,0.0,0,,0.0,MONITOR
anti aging night cream for women,3,1,17.04,0.0,0,,0.0,MONITOR
mama earth rice water face scrub,12,1,17.02,0.0,0,,0.0,MONITOR
o3 detan scrub for tan removal,3,1,16.99,0.0,0,,0.0,MONITOR
cream of face scrub,1,1,16.9,0.0,0,,0.0,MONITOR
de tan pack,1,1,16.84,0.0,0,,0.0,MONITOR
ayurveda face scrub for glowing skin,1,1,16.8,0.0,0,,0.0,MONITOR
barva face scrub,2,1,16.8,419.49,1,4.0,100.0,MONITOR
biotique body scrub tan removal,7,1,16.8,0.0,0,,0.0,MONITOR
carryherb face scrub,1,1,16.8,0.0,0,,0.0,MONITOR
korean detan pigmentation face scrub,1,1,16.8,0.0,0,,0.0,MONITOR
asaya face scrub,1,1,16.78,419.49,1,4.0,100.0,MONITOR
face scrub haldi chandan multani mitti,2,1,16.78,0.0,0,,0.0,MONITOR
lotus ka face scrub,2,1,16.77,0.0,0,,0.0,MONITOR
face scrub cream for men indusvalley,1,1,16.75,0.0,0,,0.0,MONITOR
lotus coffee face scrub,6,1,16.75,0.0,0,,0.0,MONITOR
ads face and body cleansing scrub gel,12,1,16.74,0.0,0,,0.0,MONITOR
akankha tanujjal scrub,5,1,16.74,0.0,0,,0.0,MONITOR
b019ilocpu,1,1,16.74,0.0,0,,0.0,MONITOR
b07zkn8846,3,1,16.74,0.0,0,,0.0,MONITOR
b08h5ljgck,27,1,16.74,0.0,0,,0.0,MONITOR
b08p448k32,2,1,16.74,0.0,0,,0.0,MONITOR
b09c5my7ht,42,1,16.74,0.0,0,,0.0,MONITOR
b09jlwc9yv,1,1,16.74,0.0,0,,0.0,MONITOR
b09z65jj69,31,1,16.74,0.0,0,,0.0,MONITOR
b0b8yz8q2p,11,1,16.74,0.0,0,,0.0,MONITOR
b0c8hzcd6g,19,1,16.74,0.0,0,,0.0,MONITOR
b0ckgffx42,12,1,16.74,0.0,0,,0.0,MONITOR
b0dk1tdk1c,7,1,16.74,0.0,0,,0.0,MONITOR
b0dk3nsy4c,4,1,16.74,0.0,0,,0.0,MONITOR
b0ds96fgtp,3,1,16.74,0.0,0,,0.0,MONITOR
b0f1cmljg2,66,1,16.74,0.0,0,,0.0,MONITOR
b0f66pq2gr,3,1,16.74,0.0,0,,0.0,MONITOR
b0fd7wmm6r,17,1,16.74,419.49,1,3.99,100.0,MONITOR
b0fh2hsj8k,4,1,16.74,0.0,0,,0.0,MONITOR
b0fs7rtwkm,46,1,16.74,0.0,0,,0.0,MONITOR
b0g2mjn8b8,15,1,16.74,0.0,0,,0.0,MONITOR
b0gpwpymt5,25,1,16.74,0.0,0,,0.0,MONITOR
best facial scrub,1,1,16.74,0.0,0,,0.0,MONITOR
blackhead remover scrub for women,3,1,16.74,0.0,0,,0.0,MONITOR
face blackhead remover,1,1,16.74,0.0,0,,0.0,MONITOR
face exfoliating scrub,1,1,16.74,0.0,0,,0.0,MONITOR
facewash scrub,2,1,16.74,0.0,0,,0.0,MONITOR
ghar peeling gel,11,1,16.74,0.0,0,,0.0,MONITOR
grandma secret scalp scrub,1,1,16.74,0.0,0,,0.0,MONITOR
kaura scrub,1,1,16.74,0.0,0,,0.0,MONITOR
lilium face scrub,7,1,16.74,0.0,0,,0.0,MONITOR
makeup remover,27,1,16.74,0.0,0,,0.0,MONITOR
milk and honey sugar scrub,5,1,16.74,0.0,0,,0.0,MONITOR
natures essence scrub,2,1,16.74,0.0,0,,0.0,MONITOR
o3+ detan scrub,2,1,16.74,0.0,0,,0.0,MONITOR
saffron powder for face,2,1,16.74,0.0,0,,0.0,MONITOR
tan removal oil,19,1,16.74,0.0,0,,0.0,MONITOR
walnut body scrub,1,1,16.74,0.0,0,,0.0,MONITOR
b008kh6liu,29,1,16.72,0.0,0,,0.0,MONITOR
b0df5tymkv,4,1,16.72,0.0,0,,0.0,MONITOR
scrub for dark neck,5,1,16.72,0.0,0,,0.0,MONITOR
b0ftg1yp97,2,1,16.71,0.0,0,,0.0,MONITOR
b0f2f4qtb8,6,1,16.7,0.0,0,,0.0,MONITOR
b0fcrk7dzr,6,1,16.7,0.0,0,,0.0,MONITOR
b0gdqwk3c4,5,1,16.7,0.0,0,,0.0,MONITOR
scotch brite scrub,2,1,16.7,0.0,0,,0.0,MONITOR
scrub for feet,1,1,16.7,0.0,0,,0.0,MONITOR
b0d8ldz48s,50,1,16.69,0.0,0,,0.0,MONITOR
b00791f97m,106,1,16.68,0.0,0,,0.0,MONITOR
b0bwn22846,77,1,16.68,0.0,0,,0.0,MONITOR
b0cnh3j5k8,54,1,16.68,0.0,0,,0.0,MONITOR
b0glxgjqgc,1,1,16.68,0.0,0,,0.0,MONITOR
coffee scrub,4,1,16.68,0.0,0,,0.0,MONITOR
b07s11bx34,7,1,16.67,0.0,0,,0.0,MONITOR
b0ch838d2w,7,1,16.67,0.0,0,,0.0,MONITOR
b093sxvkdp,2,1,16.66,0.0,0,,0.0,MONITOR
b0g2szd9l8,1,1,16.66,0.0,0,,0.0,MONITOR
b0g3pf6plk,1,1,16.65,0.0,0,,0.0,MONITOR
body scrub,4,1,16.65,0.0,0,,0.0,MONITOR
detan scrub for tan removal women,9,1,16.65,0.0,0,,0.0,MONITOR
akhankha tanujjal scrub,2,1,16.63,0.0,0,,0.0,MONITOR
b000uvy8ie,14,1,16.63,0.0,0,,0.0,MONITOR
b095p5gmv2,29,1,16.62,0.0,0,,0.0,MONITOR
b0cb5q87jh,18,1,16.62,0.0,0,,0.0,MONITOR
b0fdpzgvcx,2,1,16.61,0.0,0,,0.0,MONITOR
b0frzj9bn6,1,1,16.61,0.0,0,,0.0,MONITOR
b0gs29y7gz,3,1,16.61,0.0,0,,0.0,MONITOR
b097yv7d4n,5,1,16.6,0.0,0,,0.0,MONITOR
b0c2pjxrk7,1,1,16.59,0.0,0,,0.0,MONITOR
best face scrub for men,2,1,16.59,0.0,0,,0.0,MONITOR
b09rb3fvqc,5,1,16.58,0.0,0,,0.0,MONITOR
b0bzsjgfkb,1,1,16.58,0.0,0,,0.0,MONITOR
b0drsm18cx,1,1,16.58,0.0,0,,0.0,MONITOR
scrubber facial,1,1,16.58,0.0,0,,0.0,MONITOR
b01n4dgzzr,3,1,16.57,0.0,0,,0.0,MONITOR
b0ccnrbpkj,4,1,16.57,0.0,0,,0.0,MONITOR
b0dhsrffrk,15,1,16.57,0.0,0,,0.0,MONITOR
foot scrub cream,3,1,16.57,0.0,0,,0.0,MONITOR
anti tan scrub,1,1,16.56,0.0,0,,0.0,MONITOR
b0dy5435w2,2,1,16.56,0.0,0,,0.0,MONITOR
raga scrub for men,1,1,16.56,0.0,0,,0.0,MONITOR
b0c81gq2x2,1,1,16.55,0.0,0,,0.0,MONITOR
b07qsqcf9r,10,1,16.54,0.0,0,,0.0,MONITOR
b09vpm5rp4,566,1,16.54,0.0,0,,0.0,MONITOR
b0cty7925q,4,1,16.54,0.0,0,,0.0,MONITOR
b0f13w3s8d,2,1,16.54,0.0,0,,0.0,MONITOR
b0gswctn9l,10,1,16.54,0.0,0,,0.0,MONITOR
vedic line scrub,2,1,16.54,0.0,0,,0.0,MONITOR
b07y9zwztz,1,1,16.53,0.0,0,,0.0,MONITOR
b08npylyht,27,1,16.53,0.0,0,,0.0,MONITOR
b0fxrv9rc2,2,1,16.52,0.0,0,,0.0,MONITOR
b0g5xr7tf7,1,1,16.52,0.0,0,,0.0,MONITOR
b0cqjm4fyy,1,1,16.51,0.0,0,,0.0,MONITOR
b0dypj9snk,3,1,16.51,0.0,0,,0.0,MONITOR
coffee scrub for body,3,1,16.51,0.0,0,,0.0,MONITOR
b018ywhdxw,3,1,16.5,0.0,0,,0.0,MONITOR
best tan remover for hands,1,1,16.5,0.0,0,,0.0,MONITOR
face brightening scrub and body scrub,3,1,16.5,0.0,0,,0.0,MONITOR
face massage oil for glowing skin,4,1,16.5,0.0,0,,0.0,MONITOR
red sandalwood stick original,7,1,16.49,0.0,0,,0.0,MONITOR
b08k4nnxtp,1,1,16.46,0.0,0,,0.0,MONITOR
dove exfoliating body scrub,4,1,16.46,0.0,0,,0.0,MONITOR
cauvery kesar chandan scrub,2,1,16.45,0.0,0,,0.0,MONITOR
lotus scrub for men,13,1,16.45,419.49,1,3.92,100.0,MONITOR
b07zjl7s84,6,1,16.44,0.0,0,,0.0,MONITOR
b0dx2c9pnv,1,1,16.44,0.0,0,,0.0,MONITOR
face body scrub,3,1,16.43,0.0,0,,0.0,MONITOR
nutriglow scrub,6,1,16.43,0.0,0,,0.0,MONITOR
oatmeal rice face scrub for women tan removal,0,1,16.42,0.0,0,,0.0,MONITOR
b0dyjqm812,7,1,16.41,0.0,0,,0.0,MONITOR
biotique papaya scrub,23,1,16.41,0.0,0,,0.0,MONITOR
every youth scrub,3,1,16.41,0.0,0,,0.0,MONITOR
b00791edk6,40,1,16.4,0.0,0,,0.0,MONITOR
b08rx7lqn7,3,1,16.4,0.0,0,,0.0,MONITOR
b0bx2tzzwg,14,1,16.4,0.0,0,,0.0,MONITOR
b0dcjq7myz,4,1,16.4,0.0,0,,0.0,MONITOR
b0dycrvjgk,6,1,16.4,0.0,0,,0.0,MONITOR
rene face scrub,2,1,16.4,0.0,0,,0.0,MONITOR
b07q1gbl9k,14,1,16.39,0.0,0,,0.0,MONITOR
b0bsnqj88y,8,1,16.38,0.0,0,,0.0,MONITOR
b07m7zvc89,24,1,16.37,0.0,0,,0.0,MONITOR
b0bxwsw8mw,1,1,16.37,0.0,0,,0.0,MONITOR
b09dsymdh7,7,1,16.36,0.0,0,,0.0,MONITOR
b07s35tm39,8,1,16.35,0.0,0,,0.0,MONITOR
under eye gel for dark circles ayurvedic,3,1,16.35,0.0,0,,0.0,MONITOR
ever youth scrub,3,1,16.34,0.0,0,,0.0,MONITOR
b0dydxxrs9,7,1,16.33,0.0,0,,0.0,MONITOR
b084mh7fs6,5,1,16.32,0.0,0,,0.0,MONITOR
b0cjrtfy9f,94,1,16.31,0.0,0,,0.0,MONITOR
vata face scrub,1,1,16.29,0.0,0,,0.0,MONITOR
b0bqc1n8cs,7,1,16.28,0.0,0,,0.0,MONITOR
b0gcfdwn95,38,1,16.28,0.0,0,,0.0,MONITOR
b0bfdtrxf8,8,1,16.27,0.0,0,,0.0,MONITOR
b0bffd897z,1,1,16.27,0.0,0,,0.0,MONITOR
turmeric face scrub,2,1,16.27,419.49,1,3.88,100.0,MONITOR
b0bry2lmrg,13,1,16.25,0.0,0,,0.0,MONITOR
b006g84co0,23,1,16.24,0.0,0,,0.0,MONITOR
b0bmtm7cbq,107,1,16.24,0.0,0,,0.0,MONITOR
b0fs83vn25,38,1,16.22,0.0,0,,0.0,MONITOR
b0cgtv1v11,1,1,16.21,0.0,0,,0.0,MONITOR
b0dzh4x87t,3,1,16.21,0.0,0,,0.0,MONITOR
ice scrubber for face,20,1,16.19,0.0,0,,0.0,MONITOR
b0g4462vqq,5,1,16.18,0.0,0,,0.0,MONITOR
b00zrg0hau,2,1,16.17,0.0,0,,0.0,MONITOR
b0dwvgyjpw,2,1,16.16,0.0,0,,0.0,MONITOR
khadi face scrub for women,3,1,16.15,0.0,0,,0.0,MONITOR
b0b6c4bh3d,2,1,16.14,0.0,0,,0.0,MONITOR
face chemical exfoliator,2,1,16.14,0.0,0,,0.0,MONITOR
herbal scrub,5,1,16.14,0.0,0,,0.0,MONITOR
b0d376dv9q,1,1,16.13,0.0,0,,0.0,MONITOR
b0ds8tpnh6,1,1,16.12,0.0,0,,0.0,MONITOR
b0dy89rd99,2,1,16.12,0.0,0,,0.0,MONITOR
b0djvl4xyy,26,1,16.1,0.0,0,,0.0,MONITOR
b0b52364fy,16,1,16.09,0.0,0,,0.0,MONITOR
mild face scrub,6,1,16.09,0.0,0,,0.0,MONITOR
b0f9gsr4kf,6,1,16.08,0.0,0,,0.0,MONITOR
healthix india advanced anti pigmentation cream,4,1,16.08,0.0,0,,0.0,MONITOR
lotus under eye gel,2,1,16.06,0.0,0,,0.0,MONITOR
multani mitti rice water scrub,5,1,16.04,0.0,0,,0.0,MONITOR
ubtan facial hair removal cream,1,1,16.04,0.0,0,,0.0,MONITOR
akansha herbal tanujjol scrubber,6,1,16.02,0.0,0,,0.0,MONITOR
b0dpc9fvmz,2,1,16.01,0.0,0,,0.0,MONITOR
b0dp549j4j,19,1,16.0,0.0,0,,0.0,MONITOR
b0c1kmtrfz,2,1,15.99,0.0,0,,0.0,MONITOR
kesar powder for face,1,1,15.99,0.0,0,,0.0,MONITOR
b0f29lbr6x,1,1,15.98,0.0,0,,0.0,MONITOR
cute face pigmentation cream,10,1,15.98,0.0,0,,0.0,MONITOR
b0drys6669,10,1,15.97,0.0,0,,0.0,MONITOR
face scrub unisex,6,1,15.96,0.0,0,,0.0,MONITOR
facial best massage cream,2,1,15.94,0.0,0,,0.0,MONITOR
b0f23tsnh6,65,1,15.93,0.0,0,,0.0,MONITOR
b07k7hq4vg,16,1,15.91,0.0,0,,0.0,MONITOR
b0d7ct47r2,2,1,15.91,0.0,0,,0.0,MONITOR
maxerra pigmentation cream,29,1,15.91,0.0,0,,0.0,MONITOR
nat habit face scrub,3,1,15.91,0.0,0,,0.0,MONITOR
lip scrub for dark lips,13,1,15.89,0.0,0,,0.0,MONITOR
niryata pigmentation cream,70,1,15.89,0.0,0,,0.0,MONITOR
tree hut body scrub,5,1,15.87,0.0,0,,0.0,MONITOR
plix pomegranate day cream,4,1,15.85,0.0,0,,0.0,MONITOR
chlorhexidine scrub,1,1,15.84,0.0,0,,0.0,MONITOR
b0fd71pz84,2,1,15.82,0.0,0,,0.0,MONITOR
sea buckthorn face scrub,2,1,15.82,0.0,0,,0.0,MONITOR
b08t5y5sqn,101,1,15.81,0.0,0,,0.0,MONITOR
b0gfdmscnn,1,1,15.81,0.0,0,,0.0,MONITOR
face massage oil for tightening skin,8,1,15.81,0.0,0,,0.0,MONITOR
b0bwl4f6wy,12,1,15.8,0.0,0,,0.0,MONITOR
b00ibhmhku,7,1,15.79,0.0,0,,0.0,MONITOR
exfoliating de tan face scrub,7,1,15.75,0.0,0,,0.0,MONITOR
jovees face scrub,17,1,15.75,0.0,0,,0.0,MONITOR
puffy eyes repair under eye gel,2,1,15.75,0.0,0,,0.0,MONITOR
b0g39wn1yl,19,1,15.74,0.0,0,,0.0,MONITOR
b08l596y5z,1,1,15.73,0.0,0,,0.0,MONITOR
b098x3bw68,1,1,15.73,0.0,0,,0.0,MONITOR
o3 face scrub,23,1,15.72,0.0,0,,0.0,MONITOR
b00dre0tdy,106,1,15.7,0.0,0,,0.0,MONITOR
wallnut scrub,7,1,15.7,0.0,0,,0.0,MONITOR
rose attar,4,1,15.69,0.0,0,,0.0,MONITOR
b014jazoh0,5,1,15.68,0.0,0,,0.0,MONITOR
b09c3qv74j,19,1,15.67,0.0,0,,0.0,MONITOR
lotus professional scrub for women,4,1,15.67,0.0,0,,0.0,MONITOR
scrub for face women,4,1,15.67,0.0,0,,0.0,MONITOR
brightening serum,4,1,15.66,0.0,0,,0.0,MONITOR
b07xxhm17w,19,1,15.65,0.0,0,,0.0,MONITOR
b0g6dqnhnw,8,1,15.63,0.0,0,,0.0,MONITOR
pilgrim tan removal peeling solution,2,1,15.63,0.0,0,,0.0,MONITOR
b0f2t6qgrk,7,1,15.58,0.0,0,,0.0,MONITOR
face brightening scrub for women,4,1,15.58,1258.5,1,1.24,100.0,MONITOR
b0f1tddngd,49,2,15.56,0.0,0,,0.0,MONITOR
face scrub for tan for men,2,1,15.53,0.0,0,,0.0,MONITOR
b08xc833sm,3,1,15.5,0.0,0,,0.0,MONITOR
cooling under eye gel,3,1,15.5,338.14,1,4.58,100.0,MONITOR
ayurvedic face pack powder,2,1,15.49,0.0,0,,0.0,MONITOR
b0g5h4phm2,23,1,15.49,0.0,0,,0.0,MONITOR
tan removal cream for women,4,1,15.49,0.0,0,,0.0,MONITOR
face scrub massage cream,2,1,15.48,0.0,0,,0.0,MONITOR
kama ayurveda face scrub,1,1,15.48,0.0,0,,0.0,MONITOR
lotus botanicals face scrub for glowing skin,1,1,15.43,0.0,0,,0.0,MONITOR
b0b9xpx5mg,1,1,15.4,0.0,0,,0.0,MONITOR
b0f4dhxn7z,37,1,15.4,0.0,0,,0.0,MONITOR
scrub for tan removal mamaearth,5,1,15.4,0.0,0,,0.0,MONITOR
wild oak face scrub for glowing skin,6,1,15.4,0.0,0,,0.0,MONITOR
cure skin pigmentation cream,4,1,15.38,0.0,0,,0.0,MONITOR
b0fdqtddsg,2,1,15.32,0.0,0,,0.0,MONITOR
sugar scrub,6,1,15.31,0.0,0,,0.0,MONITOR
nidhi glowing scrub face pack combo,3,1,15.25,0.0,0,,0.0,MONITOR
b00fzhae54,1,1,15.24,0.0,0,,0.0,MONITOR
jovees pigmentation cream,2,1,15.22,0.0,0,,0.0,MONITOR
skin brightening face scrub,38,1,15.21,0.0,0,,0.0,MONITOR
goodvibes face scrub,0,1,15.2,0.0,0,,0.0,MONITOR
mysore sandal face pack,2,1,15.18,0.0,0,,0.0,MONITOR
ayurvedic tan removal face pack,1,1,15.15,0.0,0,,0.0,MONITOR
